,,TIME,1971,2000
Ghana,Statistical differences,Petroleum coke,0,0
Ghana,Statistical differences,Other oil products,0,0
Ghana,Statistical differences,Industrial waste,0,0
Ghana,Statistical differences,Municipal waste (renewable),0,0
Ghana,Statistical differences,Municipal waste (non-renewable),0,0
Ghana,Statistical differences,Primary solid biofuels,0,0
Ghana,Statistical differences,Biogases,0,0
Ghana,Statistical differences,Biogasoline,0,0
Ghana,Statistical differences,Biodiesels,0,0
Ghana,Statistical differences,Bio jet kerosene,0,0
Ghana,Statistical differences,Other liquid biofuels,0,0
Ghana,Statistical differences,Non-specified primary biofuels and waste,0,0
Ghana,Statistical differences,Charcoal,0,0
Ghana,Statistical differences,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Statistical differences,Heat output from non-specified combustible fuels,0,0
Ghana,Statistical differences,Nuclear,0,0
Ghana,Statistical differences,Hydro,0,0
Ghana,Statistical differences,Geothermal,0,0
Ghana,Statistical differences,Solar photovoltaics,0,0
Ghana,Statistical differences,Solar thermal,0,0
Ghana,Statistical differences,"Tide, wave and ocean",0,0
Ghana,Statistical differences,Wind,0,0
Ghana,Statistical differences,Other sources,0,0
Ghana,Statistical differences,Electricity,0,11
Ghana,Statistical differences,Heat,0,0
Ghana,Statistical differences,Total,20,-43
Ghana,Statistical differences,Memo: Renewables,0,0
Ghana,Transformation processes,Hard coal (if no detail),0,x
Ghana,Transformation processes,Brown coal (if no detail),0,x
Ghana,Transformation processes,Anthracite,..,0
Ghana,Transformation processes,Coking coal,..,0
Ghana,Transformation processes,Other bituminous coal,..,0
Ghana,Transformation processes,Sub-bituminous coal,..,0
Ghana,Transformation processes,Lignite,..,0
Ghana,Transformation processes,Patent fuel,0,0
Ghana,Transformation processes,Coke oven coke,0,0
Ghana,Transformation processes,Gas coke,0,0
Ghana,Transformation processes,Coal tar,0,0
Ghana,Transformation processes,BKB,0,0
Ghana,Transformation processes,Gas works gas,0,0
Ghana,Transformation processes,Coke oven gas,0,0
Ghana,Transformation processes,Blast furnace gas,0,0
Ghana,Transformation processes,Other recovered gases,0,0
Ghana,Transformation processes,Peat,0,0
Ghana,Transformation processes,Peat products,0,0
Ghana,Transformation processes,Oil shale and oil sands,0,0
Ghana,Transformation processes,Natural gas,0,0
Ghana,Transformation processes,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Transformation processes,Crude oil,-896,-1308
Ghana,Transformation processes,Natural gas liquids,0,0
Ghana,Transformation processes,Refinery feedstocks,0,0
Ghana,Transformation processes,Additives/blending components,0,0
Ghana,Transformation processes,Other hydrocarbons,0,0
Ghana,Transformation processes,Refinery gas,20,39
Ghana,Transformation processes,Ethane,0,0
Ghana,Transformation processes,Liquefied petroleum gases (LPG),3,11
Ghana,Transformation processes,Motor gasoline excl. biofuels,207,256
Ghana,Transformation processes,Aviation gasoline,0,0
Ghana,Transformation processes,Gasoline type jet fuel,0,0
Ghana,Transformation processes,Kerosene type jet fuel excl. biofuels,22,115
Ghana,Transformation processes,Other kerosene,87,54
Ghana,Transformation processes,Gas/diesel oil excl. biofuels,216,370
Ghana,Transformation processes,Fuel oil,302,252
Ghana,Transformation processes,Naphtha,0,0
Ghana,Transformation processes,White spirit & SBP,0,0
Ghana,Transformation processes,Lubricants,0,0
Ghana,Transformation processes,Bitumen,0,0
Ghana,Transformation processes,Paraffin waxes,0,0
Ghana,Transformation processes,Petroleum coke,0,0
Ghana,Transformation processes,Other oil products,0,0
Ghana,Transformation processes,Industrial waste,0,0
Ghana,Transformation processes,Municipal waste (renewable),0,0
Ghana,Transformation processes,Municipal waste (non-renewable),0,0
Ghana,Transformation processes,Primary solid biofuels,-478,-1094
Ghana,Transformation processes,Biogases,0,0
Ghana,Transformation processes,Biogasoline,0,0
Ghana,Transformation processes,Biodiesels,0,0
Ghana,Transformation processes,Bio jet kerosene,0,0
Ghana,Transformation processes,Other liquid biofuels,0,0
Ghana,Transformation processes,Non-specified primary biofuels and waste,0,0
Ghana,Transformation processes,Charcoal,119,518
Ghana,Transformation processes,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Transformation processes,Heat output from non-specified combustible fuels,0,0
Ghana,Transformation processes,Nuclear,0,0
Ghana,Transformation processes,Hydro,-250,-568
Ghana,Transformation processes,Geothermal,0,0
Ghana,Transformation processes,Solar photovoltaics,0,0
Ghana,Transformation processes,Solar thermal,0,0
Ghana,Transformation processes,"Tide, wave and ocean",0,0
Ghana,Transformation processes,Wind,0,0
Ghana,Transformation processes,Other sources,0,0
Ghana,Transformation processes,Electricity,253,621
Ghana,Transformation processes,Heat,0,0
Ghana,Transformation processes,Total,-394,-734
Ghana,Transformation processes,Memo: Renewables,-609,-1144
Ghana,Main activity producer electricity plants (transf.),Hard coal (if no detail),0,x
Ghana,Main activity producer electricity plants (transf.),Brown coal (if no detail),0,x
Ghana,Main activity producer electricity plants (transf.),Anthracite,..,0
Ghana,Main activity producer electricity plants (transf.),Coking coal,..,0
Ghana,Main activity producer electricity plants (transf.),Other bituminous coal,..,0
Ghana,Main activity producer electricity plants (transf.),Sub-bituminous coal,..,0
Ghana,Main activity producer electricity plants (transf.),Lignite,..,0
Ghana,Main activity producer electricity plants (transf.),Patent fuel,0,0
Ghana,Main activity producer electricity plants (transf.),Coke oven coke,0,0
Ghana,Main activity producer electricity plants (transf.),Gas coke,0,0
Ghana,Main activity producer electricity plants (transf.),Coal tar,0,0
Ghana,Main activity producer electricity plants (transf.),BKB,0,0
Ghana,Main activity producer electricity plants (transf.),Gas works gas,0,0
Ghana,Main activity producer electricity plants (transf.),Coke oven gas,0,0
Ghana,Main activity producer electricity plants (transf.),Blast furnace gas,0,0
Ghana,Main activity producer electricity plants (transf.),Other recovered gases,0,0
Ghana,Main activity producer electricity plants (transf.),Peat,0,0
Ghana,Main activity producer electricity plants (transf.),Peat products,0,0
Ghana,Main activity producer electricity plants (transf.),Oil shale and oil sands,0,0
Ghana,Main activity producer electricity plants (transf.),Natural gas,0,0
Ghana,Main activity producer electricity plants (transf.),Crude/NGL/feedstocks (if no detail),x,x
Ghana,Main activity producer electricity plants (transf.),Crude oil,0,-156
Ghana,Main activity producer electricity plants (transf.),Natural gas liquids,0,0
Ghana,Main activity producer electricity plants (transf.),Refinery feedstocks,0,0
Ghana,Main activity producer electricity plants (transf.),Additives/blending components,0,0
Ghana,Main activity producer electricity plants (transf.),Other hydrocarbons,0,0
Ghana,Main activity producer electricity plants (transf.),Refinery gas,0,0
Ghana,Main activity producer electricity plants (transf.),Ethane,0,0
Ghana,Main activity producer electricity plants (transf.),Liquefied petroleum gases (LPG),0,0
Ghana,Main activity producer electricity plants (transf.),Motor gasoline excl. biofuels,0,0
Ghana,Main activity producer electricity plants (transf.),Aviation gasoline,0,0
Ghana,Main activity producer electricity plants (transf.),Gasoline type jet fuel,0,0
Ghana,Main activity producer electricity plants (transf.),Kerosene type jet fuel excl. biofuels,0,0
Ghana,Main activity producer electricity plants (transf.),Other kerosene,0,0
Ghana,Main activity producer electricity plants (transf.),Gas/diesel oil excl. biofuels,-11,0
Ghana,Main activity producer electricity plants (transf.),Fuel oil,0,0
Ghana,Main activity producer electricity plants (transf.),Naphtha,0,0
Ghana,Main activity producer electricity plants (transf.),White spirit & SBP,0,0
Ghana,Main activity producer electricity plants (transf.),Lubricants,0,0
Ghana,Main activity producer electricity plants (transf.),Bitumen,0,0
Ghana,Main activity producer electricity plants (transf.),Paraffin waxes,0,0
Ghana,Main activity producer electricity plants (transf.),Petroleum coke,0,0
Ghana,Main activity producer electricity plants (transf.),Other oil products,0,0
Ghana,Main activity producer electricity plants (transf.),Industrial waste,0,0
Ghana,Main activity producer electricity plants (transf.),Municipal waste (renewable),0,0
Ghana,Main activity producer electricity plants (transf.),Municipal waste (non-renewable),0,0
Ghana,Main activity producer electricity plants (transf.),Primary solid biofuels,0,0
Ghana,Main activity producer electricity plants (transf.),Biogases,0,0
Ghana,Main activity producer electricity plants (transf.),Biogasoline,0,0
Ghana,Main activity producer electricity plants (transf.),Biodiesels,0,0
Ghana,Main activity producer electricity plants (transf.),Bio jet kerosene,0,0
Ghana,Main activity producer electricity plants (transf.),Other liquid biofuels,0,0
Ghana,Main activity producer electricity plants (transf.),Non-specified primary biofuels and waste,0,0
Ghana,Main activity producer electricity plants (transf.),Charcoal,0,0
Ghana,Main activity producer electricity plants (transf.),Elec/heat output from non-specified manufactured gases,0,0
Ghana,Main activity producer electricity plants (transf.),Heat output from non-specified combustible fuels,0,0
Ghana,Main activity producer electricity plants (transf.),Nuclear,0,0
Ghana,Main activity producer electricity plants (transf.),Hydro,-250,-568
Ghana,Main activity producer electricity plants (transf.),Geothermal,0,0
Ghana,Main activity producer electricity plants (transf.),Solar photovoltaics,0,0
Ghana,Main activity producer electricity plants (transf.),Solar thermal,0,0
Ghana,Main activity producer electricity plants (transf.),"Tide, wave and ocean",0,0
Ghana,Main activity producer electricity plants (transf.),Wind,0,0
Ghana,Main activity producer electricity plants (transf.),Other sources,0,0
Ghana,Main activity producer electricity plants (transf.),Electricity,253,621
Ghana,Main activity producer electricity plants (transf.),Heat,0,0
Ghana,Main activity producer electricity plants (transf.),Total,-8,-103
Ghana,Main activity producer electricity plants (transf.),Memo: Renewables,-250,-568
Ghana,Autoproducer electricity plants (transf.),Hard coal (if no detail),0,x
Ghana,Autoproducer electricity plants (transf.),Brown coal (if no detail),0,x
Ghana,Autoproducer electricity plants (transf.),Anthracite,..,0
Ghana,Autoproducer electricity plants (transf.),Coking coal,..,0
Ghana,Autoproducer electricity plants (transf.),Other bituminous coal,..,0
Ghana,Autoproducer electricity plants (transf.),Sub-bituminous coal,..,0
Ghana,Autoproducer electricity plants (transf.),Lignite,..,0
Ghana,Autoproducer electricity plants (transf.),Patent fuel,0,0
Ghana,Autoproducer electricity plants (transf.),Coke oven coke,0,0
Ghana,Autoproducer electricity plants (transf.),Gas coke,0,0
Ghana,Autoproducer electricity plants (transf.),Coal tar,0,0
Ghana,Autoproducer electricity plants (transf.),BKB,0,0
Ghana,Autoproducer electricity plants (transf.),Gas works gas,0,0
Ghana,Autoproducer electricity plants (transf.),Coke oven gas,0,0
Ghana,Autoproducer electricity plants (transf.),Blast furnace gas,0,0
Ghana,Autoproducer electricity plants (transf.),Other recovered gases,0,0
Ghana,Autoproducer electricity plants (transf.),Peat,0,0
Ghana,Autoproducer electricity plants (transf.),Peat products,0,0
Ghana,Autoproducer electricity plants (transf.),Oil shale and oil sands,0,0
Ghana,Autoproducer electricity plants (transf.),Natural gas,0,0
Ghana,Autoproducer electricity plants (transf.),Crude/NGL/feedstocks (if no detail),x,x
Ghana,Autoproducer electricity plants (transf.),Crude oil,0,0
Ghana,Autoproducer electricity plants (transf.),Natural gas liquids,0,0
Ghana,Autoproducer electricity plants (transf.),Refinery feedstocks,0,0
Ghana,Autoproducer electricity plants (transf.),Additives/blending components,0,0
Ghana,Autoproducer electricity plants (transf.),Other hydrocarbons,0,0
Ghana,Autoproducer electricity plants (transf.),Refinery gas,0,0
Ghana,Autoproducer electricity plants (transf.),Ethane,0,0
Ghana,Autoproducer electricity plants (transf.),Liquefied petroleum gases (LPG),0,0
Ghana,Autoproducer electricity plants (transf.),Motor gasoline excl. biofuels,0,0
Ghana,Autoproducer electricity plants (transf.),Aviation gasoline,0,0
Ghana,Autoproducer electricity plants (transf.),Gasoline type jet fuel,0,0
Ghana,Autoproducer electricity plants (transf.),Kerosene type jet fuel excl. biofuels,0,0
Ghana,Autoproducer electricity plants (transf.),Other kerosene,0,0
Ghana,Autoproducer electricity plants (transf.),Gas/diesel oil excl. biofuels,0,0
Ghana,Autoproducer electricity plants (transf.),Fuel oil,0,0
Ghana,Autoproducer electricity plants (transf.),Naphtha,0,0
Ghana,Autoproducer electricity plants (transf.),White spirit & SBP,0,0
Ghana,Autoproducer electricity plants (transf.),Lubricants,0,0
Ghana,Autoproducer electricity plants (transf.),Bitumen,0,0
Ghana,Autoproducer electricity plants (transf.),Paraffin waxes,0,0
Ghana,Autoproducer electricity plants (transf.),Petroleum coke,0,0
Ghana,Autoproducer electricity plants (transf.),Other oil products,0,0
Ghana,Autoproducer electricity plants (transf.),Industrial waste,0,0
Ghana,Autoproducer electricity plants (transf.),Municipal waste (renewable),0,0
Ghana,Autoproducer electricity plants (transf.),Municipal waste (non-renewable),0,0
Ghana,Autoproducer electricity plants (transf.),Primary solid biofuels,0,0
Ghana,Autoproducer electricity plants (transf.),Biogases,0,0
Ghana,Autoproducer electricity plants (transf.),Biogasoline,0,0
Ghana,Autoproducer electricity plants (transf.),Biodiesels,0,0
Ghana,Autoproducer electricity plants (transf.),Bio jet kerosene,0,0
Ghana,Autoproducer electricity plants (transf.),Other liquid biofuels,0,0
Ghana,Autoproducer electricity plants (transf.),Non-specified primary biofuels and waste,0,0
Ghana,Autoproducer electricity plants (transf.),Charcoal,0,0
Ghana,Autoproducer electricity plants (transf.),Elec/heat output from non-specified manufactured gases,0,0
Ghana,Autoproducer electricity plants (transf.),Heat output from non-specified combustible fuels,0,0
Ghana,Autoproducer electricity plants (transf.),Nuclear,0,0
Ghana,Autoproducer electricity plants (transf.),Hydro,0,0
Ghana,Autoproducer electricity plants (transf.),Geothermal,0,0
Ghana,Autoproducer electricity plants (transf.),Solar photovoltaics,0,0
Ghana,Autoproducer electricity plants (transf.),Solar thermal,0,0
Ghana,Autoproducer electricity plants (transf.),"Tide, wave and ocean",0,0
Ghana,Autoproducer electricity plants (transf.),Wind,0,0
Ghana,Autoproducer electricity plants (transf.),Other sources,0,0
Ghana,Autoproducer electricity plants (transf.),Electricity,0,0
Ghana,Autoproducer electricity plants (transf.),Heat,0,0
Ghana,Autoproducer electricity plants (transf.),Total,0,0
Ghana,Autoproducer electricity plants (transf.),Memo: Renewables,0,0
Ghana,Main activity producer CHP plants (transf.),Hard coal (if no detail),0,x
Ghana,Main activity producer CHP plants (transf.),Brown coal (if no detail),0,x
Ghana,Main activity producer CHP plants (transf.),Anthracite,..,0
Ghana,Main activity producer CHP plants (transf.),Coking coal,..,0
Ghana,Main activity producer CHP plants (transf.),Other bituminous coal,..,0
Ghana,Main activity producer CHP plants (transf.),Sub-bituminous coal,..,0
Ghana,Main activity producer CHP plants (transf.),Lignite,..,0
Ghana,Main activity producer CHP plants (transf.),Patent fuel,0,0
Ghana,Main activity producer CHP plants (transf.),Coke oven coke,0,0
Ghana,Main activity producer CHP plants (transf.),Gas coke,0,0
Ghana,Main activity producer CHP plants (transf.),Coal tar,0,0
Ghana,Main activity producer CHP plants (transf.),BKB,0,0
Ghana,Main activity producer CHP plants (transf.),Gas works gas,0,0
Ghana,Main activity producer CHP plants (transf.),Coke oven gas,0,0
Ghana,Main activity producer CHP plants (transf.),Blast furnace gas,0,0
Ghana,Main activity producer CHP plants (transf.),Other recovered gases,0,0
Ghana,Main activity producer CHP plants (transf.),Peat,0,0
Ghana,Main activity producer CHP plants (transf.),Peat products,0,0
Ghana,Main activity producer CHP plants (transf.),Oil shale and oil sands,0,0
Ghana,Main activity producer CHP plants (transf.),Natural gas,0,0
Ghana,Main activity producer CHP plants (transf.),Crude/NGL/feedstocks (if no detail),x,x
Ghana,Main activity producer CHP plants (transf.),Crude oil,0,0
Ghana,Main activity producer CHP plants (transf.),Natural gas liquids,0,0
Ghana,Main activity producer CHP plants (transf.),Refinery feedstocks,0,0
Ghana,Main activity producer CHP plants (transf.),Additives/blending components,0,0
Ghana,Main activity producer CHP plants (transf.),Other hydrocarbons,0,0
Ghana,Main activity producer CHP plants (transf.),Refinery gas,0,0
Ghana,Main activity producer CHP plants (transf.),Ethane,0,0
Ghana,Main activity producer CHP plants (transf.),Liquefied petroleum gases (LPG),0,0
